step,accuracy,loss
1,0.11076831072568893,359.38409423828125
2,0.13067276775836945,357.7912902832031
3,0.1563495248556137,356.03900146484375
4,0.18879379332065582,353.6663818359375
5,0.21646098792552948,349.9524230957031
6,0.2272094041109085,343.92498779296875
7,0.2229299396276474,333.9233093261719
8,0.23805733025074005,322.2085876464844
9,0.26512739062309265,307.8046569824219
10,0.30165207386016846,291.6485290527344
11,0.3229498565196991,278.12054443359375
12,0.3571855127811432,267.9034423828125
13,0.3991839289665222,257.6357727050781
14,0.43401673436164856,248.86720275878906
15,0.4542197585105896,241.43299865722656
16,0.4876592457294464,232.184326171875
17,0.5126393437385559,223.41920471191406
18,0.5331409573554993,215.4476776123047
19,0.5409036874771118,209.90061950683594
20,0.562002420425415,201.79580688476562
21,0.5699641704559326,196.2018585205078
22,0.5831010937690735,190.05882263183594
23,0.5912619233131409,185.30868530273438
24,0.6045979261398315,179.72067260742188
25,0.6102707386016846,176.28814697265625
26,0.6223129034042358,171.0932159423828
27,0.6269904375076294,168.54360961914062
28,0.6305732727050781,165.91641235351562
29,0.6392316818237305,162.29226684570312
30,0.6416202187538147,159.1123046875
31,0.6427149772644043,157.80606079101562
32,0.6473925113677979,155.62020874023438
33,0.6548566818237305,152.8581085205078
34,0.6565485596656799,151.31491088867188
35,0.6691879034042358,147.32028198242188
36,0.6721735596656799,145.2806396484375
37,0.6777468323707581,143.47225952148438
38,0.6797372698783875,142.12599182128906
39,0.6834195852279663,140.3193817138672
40,0.6856091022491455,138.86953735351562
41,0.6894904375076294,137.2261199951172
42,0.6991441249847412,133.3869171142578
43,0.6973527073860168,133.6259307861328
44,0.6983479261398315,132.9234619140625
45,0.7010350227355957,131.67269897460938
46,0.7022293210029602,130.9659881591797
47,0.7069068551063538,128.9618682861328
48,0.7101910710334778,127.50729370117188
49,0.7072054147720337,128.81443786621094
