step,accuracy,loss
1,0.2417396605014801,328.8041076660156
2,0.40684714913368225,301.2504577636719
3,0.40983280539512634,276.6889953613281
4,0.5389132499694824,253.5461883544922
5,0.5797173380851746,230.15167236328125
6,0.6305732727050781,210.13565063476562
7,0.6871019005775452,191.80044555664062
8,0.7093949317932129,175.37493896484375
9,0.7521895170211792,158.41476440429688
10,0.7668192982673645,145.1796112060547
11,0.7970740795135498,132.46131896972656
12,0.8102110028266907,120.84132385253906
13,0.8225517868995667,110.47124481201172
14,0.8361862897872925,102.36544799804688
15,0.8496218323707581,93.58715057373047
16,0.8546974658966064,88.09510803222656
17,0.8612659573554993,83.45775604248047
18,0.8679339289665222,78.91506958007812
19,0.8718153238296509,75.53096771240234
20,0.875,72.78677368164062
21,0.8800756335258484,69.74930572509766
22,0.8800756335258484,67.3658447265625
23,0.8826632499694824,64.81989288330078
24,0.8862460255622864,62.63593292236328
25,0.8877388834953308,61.052574157714844
26,0.8894307613372803,59.125511169433594
27,0.890425980091095,57.76524353027344
28,0.8934116363525391,56.5205078125
29,0.8968949317932129,54.913414001464844
30,0.8973925113677979,53.91862106323242
31,0.8992834687232971,52.852909088134766
32,0.9011743664741516,51.83147048950195
33,0.9036624431610107,50.64809799194336
34,0.902965784072876,49.729862213134766
35,0.9059514403343201,48.89234924316406
36,0.9076433181762695,48.092559814453125
37,0.9084395170211792,47.308738708496094
38,0.908837616443634,46.664005279541016
39,0.9107285141944885,45.7863883972168
40,0.912221372127533,45.1346321105957
41,0.9137141704559326,44.47104263305664
42,0.9144108295440674,43.93705749511719
43,0.915306568145752,43.29759216308594
44,0.9162022471427917,42.683780670166016
45,0.9169984459877014,42.23640060424805
46,0.918789803981781,41.61067581176758
47,0.918292224407196,41.21775436401367
48,0.9171974658966064,40.83888244628906
49,0.9201831221580505,40.2276496887207
