step,accuracy,loss
1,0.09952229261398315,359.8508605957031
2,0.11594347655773163,358.6543884277344
3,0.13465365767478943,357.34906005859375
4,0.1551552563905716,355.7074890136719
5,0.18083201348781586,353.4772644042969
6,0.2123805731534958,350.10345458984375
7,0.24870620667934418,345.3999938964844
8,0.28473329544067383,338.4576416015625
9,0.3060310482978821,328.080322265625
10,0.3154856860637665,311.3531494140625
11,0.3445461690425873,292.2513427734375
12,0.37231290340423584,273.4765930175781
13,0.39759156107902527,261.083251953125
14,0.4293391704559326,250.01181030273438
15,0.4585987329483032,239.8909454345703
16,0.48576831817626953,231.23599243164062
17,0.503085196018219,224.26646423339844
18,0.5293591022491455,216.61537170410156
19,0.5331409573554993,209.37998962402344
20,0.5504578351974487,201.8590087890625
21,0.5668789744377136,195.09487915039062
22,0.5737460255622864,190.59280395507812
23,0.5848925113677979,184.9051513671875
24,0.5954418778419495,179.50120544433594
25,0.6037022471427917,175.8023223876953
26,0.6110668778419495,172.66726684570312
27,0.6227110028266907,168.59791564941406
28,0.6279856562614441,165.87022399902344
29,0.6343551278114319,162.75595092773438
30,0.6389331221580505,160.10939025878906
31,0.6412221193313599,158.95751953125
32,0.6533638834953308,154.52163696289062
33,0.6631170511245728,150.29490661621094
34,0.6639132499694824,149.63206481933594
35,0.6711783409118652,145.88502502441406
36,0.6672970056533813,146.34445190429688
37,0.6755573153495789,142.6605682373047
38,0.6784434914588928,140.98675537109375
39,0.6829220056533813,138.75877380371094
40,0.6861066818237305,137.31353759765625
41,0.6878980994224548,137.19412231445312
42,0.6926751732826233,134.85121154785156
43,0.6943670511245728,134.67543029785156
44,0.6985470056533813,132.47467041015625
45,0.7004379034042358,132.00628662109375
46,0.7059116363525391,129.83917236328125
47,0.705712616443634,129.6291961669922
48,0.7126791477203369,126.7153091430664
49,0.7109872698783875,127.67046356201172
